text,analysis,score
刚刚在宿舍里跟室友一起做了个有趣的手工，真的是很有成就感！🛠️😊,（满足，成就感）对手工制作的成就感到非常满足,80
今天去图书馆找了一本特别有趣的书，真的是让人充满了期待！📚✨,（期待，喜悦）对即将阅读的书籍充满期待和愉悦,85
刚刚在校园里看到了一场特别精彩的演出，真的是让人印象深刻！🎭👏,（欣赏，满足）对精彩演出的欣赏感到非常满足,88
今天的课上，老师讲了一个特别有趣的故事，真的是让人捧腹大笑！📚😂,（喜悦，幽默）对故事带来的快乐感到非常满足,90
刚刚去外面吃了一顿特别丰盛的晚餐，真的是让人满足极了！🍽️😋,（满足，愉悦）对丰盛的晚餐感到非常满足,85
今天去参加了一个特别有趣的音乐会，真的是让人陶醉其中！🎵🎻,（欣赏，满足）对音乐会的陶醉感到非常满足,88
刚刚在宿舍里做了一个特别简单的实验，结果搞得一团糟，真是笑话！🔬😂,（幽默，懊恼）对实验结果感到懊恼但以幽默的态度面对,60
今天去食堂吃到了一道特别清淡的菜，虽然没啥味道，但也算是健康！🥗👍,（平淡，理性）对清淡菜品持理性的健康态度,65
刚刚在校园里遇到了一些有趣的活动，真的是让人感到很开心！🎉😊,（喜悦，愉快）对有趣活动感到非常开心和满足,85
今天的作业特别繁琐，感觉自己都快要疯了，真心无奈！📚😩,（不满，烦躁）对繁琐作业的无奈感到烦躁和不满,40
刚刚在宿舍里和朋友一起做了个特别有趣的游戏挑战，真的是很开心！🎮😄,（喜悦，愉快）对游戏挑战感到非常开心和满足,85
今天去操场上跑步，结果碰到了一些特别有趣的同学，聊得很开心！🏃‍♂️😊,（喜悦，满足）对交流感到非常愉快和满足,85
刚刚在图书馆里找到了一本特别好看的书，感觉自己马上要沉浸其中了！📖✨,（期待，愉快）对书籍的期待感到非常愉快,85
今天去食堂吃了特别美味的甜点，真的是让人感到特别幸福！🍰😋,（幸福，满足）对美味的甜点感到非常幸福和满足,90
刚刚在宿舍里看了一部特别搞笑的电影，笑得大家都不行了！🎬😂,（喜悦，幽默）对电影的幽默感到非常满足,90
今天和朋友一起去打了场激烈的篮球，虽然累得要死，但真的很有趣！🏀😄,（疲惫，满足）对运动后的疲惫感到非常满足,85
刚刚在校园里看到了一些特别有趣的小景点，真的是让人开心！🌟📸,（喜悦，愉快）对小景点感到非常开心和满足,85
今天去参加了一个特别有趣的社团活动，感觉自己真的很充实！🎉😊,（满足，充实）对活动的收获感到充实和满足,85
刚刚在食堂遇到了一些特别有趣的同学，聊得特别开心，真是意外的惊喜！🍽️😄,（惊喜，愉快）对交流感到非常惊喜和愉快,85
今天去校外散步，发现了一家特别有特色的咖啡店，真的是很惊喜！☕🎉,（惊喜，满足）对发现的咖啡店感到非常惊喜和满足,85
刚刚在宿舍里试了一种新的学习方法，感觉效果还不错！📚👍,（理性，满足）对新学习方法的效果感到理性和满足,75
今天的课程有点无聊，偷偷在课上看了一会儿手机，结果被抓到了一下！📱😳,（尴尬，懊恼）对被抓到的行为感到尴尬和懊恼,35
刚刚去外面吃了一顿特别美味的火锅，真的是让人特别满足！🔥🍲,（满足，愉悦）对火锅感到非常满足和愉悦,85
今天在图书馆遇到了一些特别有趣的人，聊得很开心！📚😊,（喜悦，满足）对有趣的交流感到非常开心和满足,85
刚刚在校园里参加了一场特别有趣的活动，真的是让人开心极了！🎉😄,（喜悦，愉快）对活动感到非常开心和满足,88
今天去食堂的时候遇到了一些特别热情的同学，聊得很开心！🍽️😃,（喜悦，满足）对与同学的交流感到非常开心和满足,85
刚刚在宿舍里做了个特别搞笑的表情包，笑得大家都停不下来！😂📸,（幽默，喜悦）对表情包的幽默感到非常开心,90
今天去操场上打了一场特别激烈的羽毛球，虽然累，但真的是很开心！🏸😄,（疲惫，满足）对运动后的疲惫感到非常满足和愉快,85
刚刚在宿舍里和室友一起做了个有趣的挑战，真的是笑得不行了！🛠️😂,（幽默，愉快）对挑战的过程感到非常满足和开心,88
今天的作业特别复杂，感觉自己都快要崩溃了，真的是好累！📚😩,（疲惫，懊恼）对作业的复杂感到疲惫和懊恼,40
刚刚去参加了一场特别有趣的文化活动，真的是让人感到很满足！🎭😊,（满足，愉快）对活动的参与感到非常满足,85
今天去食堂吃到了一道特别有趣的菜，虽然味道一般，但体验还是很棒！🍽️🤔,（理性，满足）对食物的体验持有理性和满足态度,70
刚刚在校园里发现了一家特别有趣的文具店，真的是很意外的惊喜！🖊️🎉,（惊喜，满足）对发现的文具店感到惊喜和满足,85
今天去看了一场特别精彩的演出，真的是让人感到非常满意！🎭👏,（欣赏，愉快）对精彩演出感到非常满足,88
刚刚在宿舍里做了个特别有趣的手工艺，真的是让人很有成就感！🛠️😊,（满足，成就感）对手工艺感到非常有成就感,80
今天去外面吃了一顿特别丰盛的自助餐，真的是让人满足极了！🍽️😋,（满足，愉悦）对自助餐感到非常满足,85
刚刚在图书馆里找到了很多好书，感觉自己马上要沉浸其中了！📚✨,（期待，愉快）对书籍的期待感到非常愉快,85
今天和朋友一起去参加了一个有趣的运动会，真的是很开心！🏅😊,（喜悦，满足）对运动会感到非常开心和满足,85
今天的课程特别有趣，感觉自己真的学到了很多新东西！📚😄,（自信，成就感）对学习新知识感到自信和成就感,85
刚刚去食堂吃到了一道特别清淡的菜，虽然没啥味道，但也算是健康！🥗👍,（理性，满足）对健康的食物持有理性态度,65
今天和朋友一起去打了场特别有趣的桌游，真的是笑得很开心！🎲😂,（喜悦，愉快）对桌游过程感到非常开心和满足,88
刚刚在宿舍里跟室友一起看了一部特别搞笑的电影，真的是笑得停不下来！🎬🤣,（幽默，喜悦）对电影的幽默感到非常满足,90
今天去操场上跑步，结果遇到了一些特别有趣的同学，聊得特别开心！🏃‍♂️😊,（喜悦，满足）对交流感到非常愉快和满足,85
刚刚在校园里看到了一场特别有趣的活动，真的是让人充满了期待！🎉😄,（期待，喜悦）对活动的期待感到非常开心和满足,85
今天去食堂吃了一顿特别美味的晚餐，真的是让人感到特别幸福！🍽️😋,（幸福，满足）对晚餐感到非常幸福和满足,90
刚刚在宿舍里做了个特别有趣的挑战，真的是让人觉得很有成就感！🛠️😄,（满足，成就感）对挑战过程感到非常有成就感,80
今天的课程特别长，真的是熬到最后才觉得心情舒畅！,（疲惫，放松）对课程的漫长感到疲惫，但最终有放松的感觉,65
假如说我面前有一个机器，机器上有左右两盏灯，对应左右两个按钮。左边灯亮，我就按左边的按钮。右边灯亮，我就按右边的按钮。操作起来非常简单，只要我能正确操作，每次就能得到0.1元的奖励。哇！那我只要一直这样不就能刷更多奖励啦？可是这个机器实在是太枯燥太费时间了，我纯手动按这得按 ​​​,（厌倦，懊恼）对机械重复的任务感到厌倦和懊恼,35
学生的大家是什么时候开学呀？ http://t.cn/A6R54bIO ​​​,（平淡，淡定）对开学时间的询问，无明显情绪波动,50
#warma[超话]#也是沃上了！ ​​​,（平淡，淡定）简单陈述，无情绪波动,50
[允悲]作为前……游戏主播，现在竟然是画师，[跪了]有些心虚，感谢厚爱，我会加油多产出怪怪的画的[害羞][鲜花]#次元艺术家# ​​​,（羞愧，感激）对转行画师感到些许羞愧和感激,60
不出意外的话明天中午更新～！（大概12点吧）上次征集动态里收到了不少有意思的画题[抓狂]！各位都很有想象力[馋嘴]！这次在游戏里用大家出的题目做买卖或做任务！看看能不能成为大艺术家[酷][酷][酷] ​​​,（期待，愉快）对即将到来的更新感到期待和愉快,80
糟了！！！！新视频恐怕要有2个小时，我剪辑到手要断了[泪][泪]为什么，为什么我要录这么多！我都没意识到自己那么能唠 ​​​,（懊恼，疲惫）对自己录制过多内容感到懊恼和疲惫,40
好消息！新视频特别长！（可以看好久[酷]）坏消息！新视频特别长！（我要剪好久[泪]） ​​​,（幽默，懊恼）对视频时长感到幽默但又有些懊恼,55
什么！ 我感兴趣的漫展又在上海举办了，而我又一次错过了[泪]，为什么我总是错过漫展……大型商业漫展基本上都有足够多的宣传，而小型同人用爱发电的漫展我却很难碰到总是错过。经常逛漫展的朋友，你们是怎么知道那么多漫展资讯的[苦涩]，难道是我最近上网冲浪太少了…… ​​​,（失落，懊恼）对错过漫展感到失落和懊恼,40
#warma[超话]# 把近期积累的发发！p3是自己速摸的warma！有时间用iPad画一下 ​​​,（满足，愉快）对分享的内容感到满足和愉快,75
还是在录那个谁也猜不到内容的新视频，录着录着感觉自己有点可怜[悲伤]，我也不知道我在感伤什么，但是这是个超快乐视频[酷] ​​​,（复杂，幽默）对自己的情绪感到复杂但以幽默态度看待,60
午觉睡傻了，梦见自己悟到了足以改变世界的家居布局方式，只要采用这种布局，全人类的幸福感都能提升。我怀着激动之情醒来，努力回想我梦到的真理：“为了人类的幸福，一定要在……客厅中间……放个马桶……”[思考]…… ​​​,（幽默，轻松）对自己荒诞梦境感到幽默和轻松,70
#生活手记##旅行##warma[超话]#http://t.cn/RpzpZMs#夜鹭##warma#看到夜鹭啦，来猜猜哪个是夜鹭吖？ ​​​,（轻松，愉快）对看到的夜鹭感到轻松和愉快,70
和怒九在看电视剧，看到剧里的角色人生跌宕起伏的，我不禁感慨：“唉，这剧里的主角们，有的被谋杀死了，有的干坏事被复仇杀死了，有的犯罪被判死刑死了。只有那个一直坚持正义又清廉的主角，过着无愧于心的安稳日子，最后才能…呃…活着死了”怒九：你是不是想说“寿终正寝”我：噢噢对…… 寿 ​​​,（幽默，轻松）对剧情的感慨带有幽默和轻松的情绪,70
#warma[超话]#祝自己1️⃣7️⃣岁生日快乐谢谢家人，老师，朋友和各位沃玛超话网友的陪伴[心]未成年的最后一年，希望充实度过👊谢谢各位 ​​​,（感激，期待）对自己生日的感激和对未来的期待感到满足,85
一想到在这个世界上的某处，有一群鬼鬼祟祟的夜鹭在水边啄啄啄，我就感觉很安心[酷] ​​​,（平静，满足）对夜鹭的联想带来内心的平静和满足,80
#warma[超话]# 圆明园骨顶鸡！ ​​​,（平淡，描述）简单陈述，无明显情绪波动,50
[允悲]天哪，做了个超级黑暗的梦：在梦中，我发现了生日快乐歌的真正起源！,（恐惧，荒诞）梦境带来的恐惧感，并以荒诞的方式表现,30
圆润的白鹡鸰[亲亲][亲亲] ​​​,（喜爱，愉快）对鸟类的喜爱表达出愉快情绪,75
